"id","sex","education","income","internet","e_reader","number_of_books"
101837,"female","College graduate","$50,000 - $75,000","Yes","No","2"
101850,"female","College graduate","$75,000 - $100,000","Yes","No","15"
101854,"female","College graduate","$50,000 - $75,000","Yes","Yes","36"
101860,"female","College graduate","Refused","No","No","25"
101871,"female","Post-graduate training","Refused","Yes","No","16"
101874,"female","College graduate","$75,000 - $100,000","Yes","No","30"
101878,"male","High school graduate","Don't know","No","No","6"
101881,"male","Some high school","$20,000 - $30,000","Yes","No","12"
101882,"female","Some college","Refused","No","No","5"
101890,"female","Some high school","$10,000 - $20,000","No","No","3"
101891,"female","Some college","$100,000 - $150,000","Yes","No","5"
101894,"female","Post-graduate training","$100,000 - $150,000","Yes","No","4"
101898,"male","High school graduate","Don't know","No","No","12"
101899,"female","High school graduate","$20,000 - $30,000","No","No","3"
101905,"female","Some college","$20,000 - $30,000","No","No","4"
101907,"male","Some college","$30,000 - $40,000","Yes","No","6"
101909,"male","Post-graduate training","$150,000 +","Yes","No","10"
101910,"female","High school graduate","$10,000 - $20,000","Yes","No","12"
101919,"female","Some college","Refused","No","No","0"
101921,"male","Some college","$10,000 - $20,000","Yes","No","97 or more"
101924,"male","High school graduate","$50,000 - $75,000","Yes","No","1"
101926,"male","Post-graduate training","$150,000 +","Yes","No","50"
101931,"male","College graduate","$50,000 - $75,000","Yes","No","2"
101945,"male","College graduate","$100,000 - $150,000","Yes","No","0"
101952,"female","High school graduate","$50,000 - $75,000","Yes","No","4"
101961,"female","Post-graduate training","$75,000 - $100,000","Yes","No","30"
101966,"male","Some college","$40,000 - $50,000","Yes","No","6"
101980,"male","College graduate","Refused","Yes","No","25"
101986,"female","High school graduate","$50,000 - $75,000","No","No","0"
101988,"female","College graduate","$100,000 - $150,000","Yes","Yes","30"
102004,"male","Some college","$10,000 - $20,000","No","No","2"
102008,"male","Some high school","$10,000 - $20,000","Yes","No","7"
102020,"male","High school graduate","$75,000 - $100,000","Yes","No","0"
102028,"female","High school graduate","$20,000 - $30,000","Yes","No","Refused"
102031,"female","Technical school","$50,000 - $75,000","Yes","No","50"
102034,"male","Some college","$30,000 - $40,000","No","No","0"
102036,"female","College graduate","$20,000 - $30,000","Yes","No","50"
102037,"female","College graduate","$40,000 - $50,000","Yes","No","20"
102046,"male","Some college","$40,000 - $50,000","Yes","No","20"
102047,"male","High school graduate","$40,000 - $50,000","Yes","Yes","6"
102049,"female","Some college","$40,000 - $50,000","Yes","No","12"
102053,"female","High school graduate","Don't know","No","No","0"
102059,"female","Some college","$50,000 - $75,000","Yes","No","10"
102064,"female","High school graduate","$10,000 - $20,000","No","No","2"
102065,"female","High school graduate","Don't know","No","No","0"
102072,"male","College graduate","$75,000 - $100,000","Yes","No","50"
102090,"female","Some college","$50,000 - $75,000","No","No","0"
102101,"female","High school graduate","$10,000 - $20,000","No","No","10"
102107,"female","Post-graduate training","$100,000 - $150,000","Yes","No","30"
102112,"female","Some college","$20,000 - $30,000","Yes","No","12"
102113,"male","College graduate","$75,000 - $100,000","Yes","No","2"
102121,"female","Post-graduate training","$30,000 - $40,000","Yes","No","24"
102123,"male","High school graduate","$40,000 - $50,000","Yes","No","0"
102125,"female","Some high school","Don't know","Yes","Yes","30"
102127,"female","College graduate","Refused","Yes","No","36"
102133,"female","Some college","$100,000 - $150,000","Yes","No","6"
102135,"female","Some high school","< $10,000","No","No","0"
102137,"male","Post-graduate training","$30,000 - $40,000","Yes","No","12"
102138,"male","High school graduate","Don't know","Yes","No","30"
102143,"male","Some college","$50,000 - $75,000","Yes","No","20"
102160,"female","Some college","$40,000 - $50,000","Yes","No","1"
102161,"female","College graduate","$20,000 - $30,000","Yes","No","15"
102167,"female","Some high school","$40,000 - $50,000","No","No","30"
102168,"female","College graduate","$30,000 - $40,000","Yes","No","0"
102169,"male","College graduate","$40,000 - $50,000","Yes","Yes","6"
102176,"female","Post-graduate training","$20,000 - $30,000","No","No","2"
102177,"male","8th grade or less","Don't know","No","No","3"
102180,"female","Post-graduate training","$30,000 - $40,000","Yes","Yes","Don't Know"
102181,"female","High school graduate","$40,000 - $50,000","Yes","No","24"
102186,"female","Some high school","Don't know","Yes","No","97 or more"
102187,"female","Some high school","Refused","No","No","1"
102188,"female","Post-graduate training","$150,000 +","Yes","Yes","10"
102192,"female","Post-graduate training","$75,000 - $100,000","Yes","No","10"
102193,"male","Some high school","Don't know","Yes","No","Don't Know"
102202,"female","Post-graduate training","$75,000 - $100,000","Yes","Yes","24"
102213,"male","Technical school","$30,000 - $40,000","Yes","No","3"
102217,"female","Post-graduate training","$75,000 - $100,000","Yes","No","12"
102222,"female","Post-graduate training","$100,000 - $150,000","Yes","No","10"
102224,"male","High school graduate","$40,000 - $50,000","Yes","No","4"
102245,"female","High school graduate","$10,000 - $20,000","Yes","No","5"
102248,"female","Some college","< $10,000","Yes","No","97 or more"
102251,"female","Post-graduate training","$30,000 - $40,000","Yes","No","50"
102257,"female","Post-graduate training","$75,000 - $100,000","Yes","No","20"
102258,"female","Post-graduate training","$50,000 - $75,000","Yes","No","80"
102259,"female","Some high school","$30,000 - $40,000","No","No","1"
102270,"female","Some college","$50,000 - $75,000","Yes","Yes","10"
102272,"male","Some college","$75,000 - $100,000","Yes","No","1"
102275,"female","High school graduate","Refused","Yes","No","3"
102280,"female","College graduate","Refused","Yes","Yes","5"
102282,"female","Some high school","< $10,000","Yes","No","0"
102287,"male","High school graduate","$20,000 - $30,000","Yes","No","0"
102288,"female","College graduate","$75,000 - $100,000","Yes","No","2"
102291,"female","High school graduate","$30,000 - $40,000","Yes","No","10"
102303,"male","Some college","$30,000 - $40,000","Yes","No","0"
102308,"female","High school graduate","$20,000 - $30,000","No","No","97 or more"
102321,"female","College graduate","$50,000 - $75,000","Yes","No","4"
102331,"female","Some high school","Don't know","Yes","No","25"
102332,"female","College graduate","Refused","Yes","No","24"
102334,"male","High school graduate","$30,000 - $40,000","No","No","0"
102337,"female","High school graduate","Don't know","Yes","No","0"
102338,"male","College graduate","$100,000 - $150,000","Yes","No","9"
102341,"female","Some college","$40,000 - $50,000","Yes","No","3"
102342,"male","Technical school","$40,000 - $50,000","Yes","No","15"
102350,"male","College graduate","$100,000 - $150,000","Yes","No","2"
102359,"female","College graduate","$40,000 - $50,000","Yes","No","75"
102364,"female","High school graduate","$20,000 - $30,000","No","No","0"
102367,"female","Some college","Refused","No","No","4"
102369,"male","Post-graduate training","$30,000 - $40,000","Yes","No","0"
102370,"male","8th grade or less","$20,000 - $30,000","Yes","No","Don't Know"
102378,"female","Some college","Refused","Yes","No","1"
102380,"male","Some high school","$100,000 - $150,000","Yes","No","Don't Know"
102383,"female","High school graduate","Don't know","Yes","No","4"
102385,"female","Some college","$75,000 - $100,000","Yes","Yes","96"
102392,"female","High school graduate","$10,000 - $20,000","No","No","50"
102396,"female","Technical school","$20,000 - $30,000","Yes","No","4"
102410,"male","High school graduate","$150,000 +","No","No","60"
102422,"male","Post-graduate training","$75,000 - $100,000","Yes","No","Don't Know"
102432,"female","Some high school","Don't know","Yes","No","8"
102434,"female","High school graduate","$20,000 - $30,000","Yes","No","16"
102446,"male","Post-graduate training","Refused","Yes","No","6"
102448,"female","College graduate","$100,000 - $150,000","Yes","No","6"
102449,"female","High school graduate","< $10,000","No","No","6"
102453,"male","High school graduate","$10,000 - $20,000","No","No","8"
102457,"female","High school graduate","$20,000 - $30,000","Yes","No","97 or more"
102467,"female","Some college","Don't know","No","No","1"
102489,"female","High school graduate","$10,000 - $20,000","No","No","0"
102497,"female","College graduate","Refused","Yes","No","1"
102499,"female","Some college","$75,000 - $100,000","Yes","No","0"
102501,"male","High school graduate","$20,000 - $30,000","No","No","24"
102503,"female","Some college","$40,000 - $50,000","Yes","No","20"
102504,"male","Post-graduate training","Refused","Yes","No","4"
102505,"female","Some college","$30,000 - $40,000","Yes","No","30"
102520,"male","Some high school","$20,000 - $30,000","No","No","0"
102521,"male","Post-graduate training","$150,000 +","Yes","No","25"
102524,"male","College graduate","$30,000 - $40,000","Yes","No","24"
102525,"male","Post-graduate training","$20,000 - $30,000","Yes","No","36"
102527,"male","College graduate","$100,000 - $150,000","Yes","Yes","20"
102533,"male","College graduate","Refused","Yes","No","2"
102534,"male","High school graduate","$30,000 - $40,000","Yes","No","Don't Know"
102542,"male","College graduate","$10,000 - $20,000","Yes","No","0"
102550,"female","High school graduate","$50,000 - $75,000","Yes","No","12"
102556,"male","College graduate","Don't know","Yes","Yes","20"
102570,"male","College graduate","$30,000 - $40,000","Yes","Yes","20"
102581,"female","Some high school","Don't know","Yes","No","Don't Know"
102585,"female","Some high school","$10,000 - $20,000","Yes","No","20"
102587,"male","Some high school","$30,000 - $40,000","Yes","No","5"
102597,"male","College graduate","Don't know","Yes","No","50"
102598,"female","Post-graduate training","$150,000 +","Yes","No","18"
102600,"male","Technical school","$10,000 - $20,000","Yes","No","0"
102606,"male","Post-graduate training","Refused","Yes","Yes","16"
102607,"male","High school graduate","$100,000 - $150,000","Yes","Yes","50"
102610,"female","High school graduate","< $10,000","No","No","1"
102612,"female","Post-graduate training","Refused","Yes","No","10"
102623,"male","College graduate","Refused","Yes","Yes","6"
102626,"male","Post-graduate training","$150,000 +","Yes","No","15"
102633,"male","High school graduate","$40,000 - $50,000","Yes","Yes","0"
102637,"male","College graduate","$75,000 - $100,000","Yes","No","8"
102647,"female","High school graduate","Don't know","No","No","Don't Know"
102654,"female","College graduate","$100,000 - $150,000","Yes","No","2"
102657,"female","Some high school","Refused","Yes","No","4"
102658,"female","High school graduate","$30,000 - $40,000","Yes","No","4"
102668,"male","High school graduate","$10,000 - $20,000","Yes","No","4"
102670,"male","College graduate","$75,000 - $100,000","Yes","Yes","50"
102693,"female","Some college","$50,000 - $75,000","Yes","Yes","7"
102699,"female","Technical school","$30,000 - $40,000","Yes","No","0"
102710,"female","High school graduate","$10,000 - $20,000","Yes","No","0"
102711,"female","Post-graduate training","$75,000 - $100,000","Yes","Yes","4"
102719,"female","Post-graduate training","$20,000 - $30,000","Yes","No","97 or more"
102723,"female","Some high school","$30,000 - $40,000","No","No","8"
102726,"female","Post-graduate training","$150,000 +","Yes","Yes","70"
102727,"female","Post-graduate training","$50,000 - $75,000","Yes","No","20"
102732,"male","Some college","$50,000 - $75,000","Yes","No","50"
102736,"female","High school graduate","$50,000 - $75,000","Yes","No","12"
102738,"male","Some college","Don't know","Yes","No","0"
102741,"female","Some college","$20,000 - $30,000","No","No","10"
102744,"female","Some college","$20,000 - $30,000","No","No","3"
102745,"male","Some college","$20,000 - $30,000","Yes","No","0"
102747,"male","Some college","$150,000 +","Yes","No","2"
102753,"female","High school graduate","$75,000 - $100,000","Yes","Yes","30"
