"Nombre" "Plataforma" "Fecha" "Genero" "VentasEEUU" "VentasEU" "VentasJP" "VentasOtros" "Ventas"
"9645" "Smash Court Tennis Pro Tournament 2" "PS2" "2004" "Sports" 0.06 0.05 0 0.02 0.13
"9655" "World Soccer Winning Eleven 2002" "PS" "2002" "Sports" 0 0 0.12 0.01 0.13
"9666" "Disney's Atlantis: The Lost Empire" "GBA" "2001" "Platform" 0.09 0.03 0 0 0.12
"9691" "Galidor: Defenders of the Outer Dimension" "GBA" "2002" "Action" 0.09 0.03 0 0 0.12
"9706" "NHL 2002" "GBA" "2002" "Sports" 0.09 0.03 0 0 0.12
"9707" "Disney's PK: Out of the Shadows" "PS2" "2002" "Platform" 0.06 0.05 0 0.02 0.12
"9729" "Lemony Snicket's A Series of Unfortunate Events" "XB" "2004" "Platform" 0.09 0.03 0 0 0.12
"9740" "Madden NFL 06" "DS" "2005" "Sports" 0.11 0 0 0.01 0.12
"9759" "Voodoo Vince" "XB" "2003" "Platform" 0.09 0.03 0 0 0.12
"9789" "SSX 3" "GBA" "2003" "Sports" 0.09 0.03 0 0 0.12
"9799" "Looney Tunes: Sheep Raider" "PS" "2001" "Platform" 0.07 0.05 0 0.01 0.12
"9805" "X2: Wolverine's Revenge" "GC" "2003" "Platform" 0.09 0.02 0 0 0.12
"9825" "Sega Soccer Slam" "PS2" "2002" "Sports" 0.06 0.05 0 0.02 0.12
"9852" "Gladiator: Sword of Vengeance" "PS2" "2003" "Action" 0.06 0.05 0 0.02 0.12
"9857" "Jikkyou Powerful Pro Yakyuu 8 Ketteiban" "PS2" "2001" "Sports" 0 0 0.12 0 0.12
"9873" "Ed, Edd n Eddy: The Mis-Edventures" "GBA" "2005" "Platform" 0.08 0.03 0 0 0.12
"9876" "Disney's Extreme Skate Adventure" "GC" "2003" "Sports" 0.09 0.02 0 0 0.12
"9878" "NBA 2K2" "GC" "2002" "Sports" 0.09 0.02 0 0 0.12
"9882" "Psychonauts" "XB" "2005" "Platform" 0.09 0.03 0 0 0.12
"9889" "MLB Inside Pitch 2003" "XB" "2003" "Sports" 0.09 0.03 0 0 0.12
"9908" "Jikkyou Powerful Pro Yakyuu 9" "GC" "2002" "Sports" 0 0 0.11 0 0.12
"9931" "Castlevania: Curse of Darkness" "XB" "2005" "Action" 0.09 0.03 0 0 0.12
"9939" "Nightshade" "PS2" "2003" "Action" 0.06 0.04 0 0.01 0.12
"9946" "Buffy the Vampire Slayer: Chaos Bleeds" "XB" "2003" "Action" 0.09 0.03 0 0 0.12
"9950" "Teenage Mutant Ninja Turtles 3: Mutant Nightmare" "GC" "2005" "Action" 0.09 0.02 0 0 0.12
"9987" "NHL 2K3" "XB" "2002" "Sports" 0.09 0.02 0 0 0.12
"9993" "FIFA Soccer" "PSP" "2005" "Sports" 0.11 0 0 0.01 0.12
"9995" "Sphinx and the Cursed Mummy" "XB" "2003" "Action" 0.09 0.02 0 0 0.12
"10003" "Cabela's Deer Hunt 2005 Season" "XB" "2004" "Sports" 0.09 0.02 0 0 0.11
"10014" "Pac 'n Roll" "DS" "2005" "Platform" 0.09 0 0.02 0.01 0.11
"10017" "Jikkyou Powerful Pro Yakyuu 12 Ketteiban" "PS2" "2005" "Sports" 0 0 0.11 0 0.11
"10020" "ToeJam & Earl III: Mission to Earth" "XB" "2002" "Action" 0.09 0.02 0 0 0.11
"10023" "LEGO Knights' Kingdom" "GBA" "2004" "Action" 0.08 0.03 0 0 0.11
"10027" "NBA Jam 2002" "GBA" "2002" "Sports" 0.08 0.03 0 0 0.11
"10047" "FIFA Soccer 06" "PSP" "2005" "Sports" 0.1 0.01 0 0.01 0.11
"10050" "World Championship Rugby" "PS2" "2004" "Sports" 0.06 0.04 0 0.01 0.11
"10051" "Phantom Dust" "XB" "2004" "Action" 0.08 0.02 0 0 0.11
"10070" "Stubbs the Zombie in Rebel Without a Pulse" "XB" "2005" "Action" 0.08 0.02 0 0 0.11
"10071" "Batman: Dark Tomorrow" "XB" "2003" "Action" 0.08 0.02 0 0 0.11
"10085" "Batman: Rise of Sin Tzu" "XB" "2003" "Action" 0.08 0.02 0 0 0.11
"10091" "Spy vs Spy" "XB" "2005" "Action" 0.08 0.02 0 0 0.11
"10098" "Cold Fear" "PS2" "2005" "Action" 0.06 0.04 0 0.01 0.11
"10110" "NHL Hitz 20-03" "XB" "2002" "Sports" 0.08 0.02 0 0 0.11
"10129" "J-League Winning Eleven 9: Asia Championship" "PS2" "2005" "Sports" 0 0 0.11 0 0.11
"10130" "Sabrina The Teenage Witch: Potion Commotion" "GBA" "2002" "Action" 0.08 0.03 0 0 0.11
"10134" "Home Run King" "GC" "2002" "Sports" 0.09 0.02 0 0 0.11
"10148" "Disney's Peter Pan: Return to Never Land" "GBA" "2002" "Platform" 0.08 0.03 0 0 0.11
"10149" "The Fairly Odd Parents: Breakin Da Rules" "XB" "2003" "Platform" 0.08 0.02 0 0 0.11
"10172" "ESPN NHL Hockey" "XB" "2003" "Sports" 0.08 0.02 0 0 0.11
"10174" "XXX" "GBA" "2002" "Action" 0.08 0.03 0 0 0.11
"10186" "Project: Snowblind" "XB" "2005" "Action" 0.08 0.02 0 0 0.11
"10190" "Disney's Extreme Skate Adventure" "XB" "2003" "Sports" 0.08 0.02 0 0 0.11
"10193" "The Adventures of Jimmy Neutron Boy Genius: Jet Fusion" "GC" "2003" "Action" 0.09 0.02 0 0 0.11
"10194" "Pac-Man World 2" "GBA" "2005" "Action" 0.08 0.03 0 0 0.11
"10238" "Top Angler: Real Bass Fishing" "PS2" "2002" "Sports" 0.05 0.04 0 0.01 0.11
"10242" "Frogger: Helmet Chaos" "PSP" "2005" "Platform" 0.1 0 0 0.01 0.11
"10245" "Alias" "PS2" "2004" "Action" 0.05 0.04 0 0.01 0.11
"10254" "Outlaw Golf: Nine Holes of Christmas" "XB" "2002" "Sports" 0.08 0.02 0 0 0.11
"10255" "NHL Rivals 2004" "XB" "2003" "Sports" 0.08 0.02 0 0 0.11
"10270" "The Scorpion King: Rise of the Akkadian" "GC" "2002" "Action" 0.08 0.02 0 0 0.11
"10278" "Constantine" "PS2" "2005" "Action" 0.05 0.04 0 0.01 0.11
"10281" "Real World Golf" "PS2" "2005" "Sports" 0.05 0.04 0 0.01 0.11
"10283" "Ty the Tasmanian Tiger 2: Bush Rescue" "XB" "2004" "Platform" 0.08 0.02 0 0 0.11
"10289" "BMX XXX" "XB" "2002" "Sports" 0.08 0.02 0 0 0.11
"10294" "Lady Sia" "GBA" "2001" "Platform" 0.08 0.03 0 0 0.11
"10338" "Rengoku: The Tower of Purgatory" "PSP" "2005" "Action" 0.1 0 0 0.01 0.11
"10341" "Dynasty Warriors Advance" "GBA" "2005" "Action" 0.08 0.03 0 0 0.11
"10347" "Viewtiful Joe: Double Trouble!" "DS" "2005" "Action" 0.08 0 0.01 0.01 0.11
"10349" "Mega Man Zero 4" "GBA" "2005" "Platform" 0.08 0.03 0 0 0.11
"10354" "Tiger Woods PGA Tour 06" "GC" "2005" "Sports" 0.08 0.02 0 0 0.11
"10412" "Cabela's Dangerous Hunts 2" "XB" "2005" "Sports" 0.08 0.02 0 0 0.11
"10422" "Power Pocket Koushien" "DS" "2005" "Sports" 0 0 0.1 0 0.1
"10423" "Gravity Games Bike: Street Vert Dirt" "PS2" "2002" "Sports" 0.05 0.04 0 0.01 0.1
"10430" "Top Spin" "PS2" "2005" "Sports" 0.05 0.04 0 0.01 0.1
"10439" "Jikkyou Powerful Pro Yakyuu 10" "GC" "2003" "Sports" 0 0 0.1 0 0.1
"10440" "Vexx" "XB" "2003" "Platform" 0.08 0.02 0 0 0.1
"10443" "Pariah" "XB" "2005" "Action" 0.08 0.02 0 0 0.1
"10444" "Cabela's Outdoor Adventures" "XB" "2005" "Sports" 0.08 0.02 0 0 0.1
"10454" "Gallop Racer 2006" "PS2" "2005" "Sports" 0.02 0.02 0.06 0.01 0.1
"10456" "Frogger: Ancient Shadow" "PS2" "2005" "Platform" 0.05 0.04 0 0.01 0.1
"10464" "Tom Clancy's Splinter Cell: Chaos Theory" "GC" "2005" "Action" 0.08 0.02 0 0 0.1
"10478" "Gretzky NHL" "PSP" "2005" "Sports" 0.1 0 0 0.01 0.1
"10492" "Syberia" "XB" "2003" "Action" 0.08 0.02 0 0 0.1
"10493" "G1 Jockey 3" "PS2" "2002" "Sports" 0.02 0.01 0.07 0 0.1
"10511" "Death By Degrees" "PS2" "2005" "Action" 0.05 0.04 0 0.01 0.1
"10527" "FIFA Street" "XB" "2005" "Sports" 0.08 0.02 0 0 0.1
"10546" "Hunter: The Reckoning" "GC" "2002" "Action" 0.08 0.02 0 0 0.1
"10558" "Dark Summit" "XB" "2001" "Sports" 0.08 0.02 0 0 0.1
"10565" "NHL 2004" "GC" "2003" "Sports" 0.08 0.02 0 0 0.1
"10576" "Minority Report: Everybody Runs" "GC" "2002" "Action" 0.08 0.02 0 0 0.1
"10586" "Disney's The Haunted Mansion" "GC" "2003" "Platform" 0.08 0.02 0 0 0.1
"10591" "Beach Spikers: Virtua Beach Volleyball" "GC" "2002" "Sports" 0.08 0.02 0 0 0.1
"10608" "Van Helsing" "GBA" "2004" "Action" 0.07 0.03 0 0 0.1
"10616" "Kelly Slater's Pro Surfer" "XB" "2002" "Sports" 0.08 0.02 0 0 0.1
"10618" "Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E." "PS2" "2005" "Platform" 0.05 0.04 0 0.01 0.1
"10646" "Disney's The Jungle Book" "GBA" "2002" "Platform" 0.07 0.03 0 0 0.1
"10650" "Army Men World War: Team Assault" "PS" "2001" "Action" 0.06 0.04 0 0.01 0.1
"10651" "Tom Clancy's Splinter Cell" "GBA" "2003" "Action" 0.07 0.03 0 0 0.1
"10653" "NHL 2K6" "X360" "2005" "Sports" 0.09 0 0 0.01 0.1
"10663" "Evil Dead: Fistfull of Boomstick" "XB" "2003" "Action" 0.07 0.02 0 0 0.1
"10678" "College Hoops 2K6" "XB" "2005" "Sports" 0.07 0.02 0 0 0.1
"10694" "Predator: Concrete Jungle" "XB" "2005" "Action" 0.07 0.02 0 0 0.1
"10708" "Piglet's Big Game" "PS2" "2003" "Platform" 0.05 0.04 0 0.01 0.1
"10712" "Project FIFA World Cup" "PS2" "2002" "Sports" 0 0 0.1 0 0.1
"10715" "Rocky: Legends" "XB" "2004" "Action" 0.07 0.02 0 0 0.1
"10741" "EyeToy: Operation Spy" "PS2" "2005" "Action" 0.05 0.04 0 0.01 0.1
"10748" "Famicom Mini: Mappy" "GBA" "2004" "Platform" 0 0 0.09 0 0.1
"10791" "Jikkyou Powerful Pro Yakyuu 11" "GC" "2004" "Sports" 0 0 0.09 0 0.1
"10813" "Minority Report: Everybody Runs" "XB" "2002" "Action" 0.07 0.02 0 0 0.1
"10829" "Winning Post 6" "PS2" "2003" "Sports" 0 0 0.09 0 0.09
"10841" "Pac-Man World 3" "GC" "2005" "Platform" 0.07 0.02 0 0 0.09
"10848" "NFL Blitz 20-02" "XB" "2002" "Sports" 0.07 0.02 0 0 0.09
"10850" "Robots" "XB" "2005" "Action" 0.07 0.02 0 0 0.09
"10869" "Altered Beast: Guardian of the Realms" "GBA" "2002" "Action" 0.07 0.02 0 0 0.09
"10874" "Scaler" "PS2" "2004" "Platform" 0.05 0.04 0 0.01 0.09
"10880" "MLB SlugFest 20-04" "XB" "2003" "Sports" 0.07 0.02 0 0 0.09
"10881" "Barbie and the Magic of Pegasus" "GBA" "2005" "Action" 0.07 0.02 0 0 0.09
"10886" "Psychonauts" "PS2" "2005" "Platform" 0.05 0.04 0 0.01 0.09
"10888" "World Stadium 5" "PS" "2001" "Sports" 0 0 0.09 0.01 0.09
"10900" "Scooby-Doo! Unmasked" "DS" "2005" "Platform" 0.07 0.02 0 0.01 0.09
"10908" "Ribbit King" "PS2" "2003" "Sports" 0.05 0.04 0 0.01 0.09
"10916" "Ninja Gaiden Black" "XB" "2005" "Action" 0.07 0.02 0 0 0.09
"10930" "The Revenge of Shinobi" "GBA" "2002" "Platform" 0.07 0.02 0 0 0.09
"10936" "Cabela's Big Game Hunter" "GBA" "2002" "Sports" 0.07 0.02 0 0 0.09
"10938" "I-Ninja" "GC" "2003" "Platform" 0.07 0.02 0 0 0.09
"10946" "Yourself Fitness" "XB" "2004" "Sports" 0.07 0.02 0 0 0.09
"10947" "Tak: The Great Juju Challenge" "DS" "2005" "Platform" 0.09 0 0 0.01 0.09
"10970" "Shrek SuperSlam" "XB" "2005" "Action" 0.07 0.02 0 0 0.09
"10972" "New Legends" "XB" "2002" "Action" 0.07 0.02 0 0 0.09
"10975" "Island Xtreme Stunts" "PS2" "2002" "Action" 0.04 0.03 0 0.01 0.09
"10977" "Agassi Tennis Generation" "PS2" "2003" "Sports" 0.04 0.03 0 0.01 0.09
"10988" "Disney's The Haunted Mansion" "XB" "2003" "Platform" 0.07 0.02 0 0 0.09
"11010" "Project Eden" "PS2" "2001" "Action" 0.04 0.03 0 0.01 0.09
"11017" "Ghosthunter" "PS2" "2003" "Action" 0.04 0.03 0 0.01 0.09
"11028" "Jikkyou Powerful Pro Yakyuu 9 Ketteiban" "PS2" "2002" "Sports" 0 0 0.09 0 0.09
"11031" "Astro Boy: Omega Factor" "GBA" "2003" "Action" 0.06 0.02 0 0 0.09
"11042" "Rugby 2005" "PS2" "2005" "Sports" 0.04 0.03 0 0.01 0.09
"11056" "2-in-1 Game Pack: Spider-Man & Spider-Man 2" "GBA" "2005" "Platform" 0.06 0.02 0 0 0.09
"11080" "Mystic Heroes" "GC" "2002" "Action" 0.03 0.01 0.04 0 0.09
"11085" "Captain Tsubasa: Aratanaru Densetsu Joshou" "PS" "2002" "Sports" 0 0 0.08 0.01 0.09
"11118" "Transworld Snowboarding" "XB" "2002" "Sports" 0.07 0.02 0 0 0.09
"11119" "NFL Blitz 20-02" "GC" "2002" "Sports" 0.07 0.02 0 0 0.09
"11122" "World Soccer Winning Eleven 8 International" "XB" "2004" "Sports" 0.07 0.02 0 0 0.09
"11124" "Crimson Sea" "XB" "2002" "Action" 0.04 0.01 0.04 0 0.09
"11135" "The Suffering: Ties That Bind" "XB" "2005" "Action" 0.07 0.02 0 0 0.09
"11161" "MLB SlugFest Loaded" "XB" "2004" "Sports" 0.07 0.02 0 0 0.09
"11162" "Ty the Tasmanian Tiger 3: Night of the Quinkan" "GC" "2005" "Action" 0.07 0.02 0 0 0.09
"11165" "Bionicle" "GBA" "2003" "Action" 0.06 0.02 0 0 0.09
"11181" "Fire Pro Wrestling Returns" "PS2" "2005" "Sports" 0.04 0.03 0 0.01 0.09
"11183" "Jimmy Neutron: Boy Genius" "GC" "2002" "Platform" 0.07 0.02 0 0 0.09
"11195" "Forgotten Realms: Demon Stone" "XB" "2004" "Action" 0.06 0.02 0 0 0.09
"11212" "Famicom Mini: Makaimura" "GBA" "2004" "Platform" 0 0 0.08 0 0.09
"11217" "The Incredibles: Rise of the Underminer" "XB" "2005" "Action" 0.06 0.02 0 0 0.09
"11239" "Killer7" "PS2" "2005" "Action" 0.04 0.03 0 0.01 0.09
"11246" "Astro Boy" "PS2" "2004" "Action" 0.04 0.03 0 0.01 0.09
"11283" "Famicom Mini: Mario Bros." "GBA" "2004" "Platform" 0 0 0.08 0 0.08
"11287" "Rescue Heroes: Billy Blazes" "GBA" "2003" "Action" 0.06 0.02 0 0 0.08
"11307" "ESPN NFL Primetime 2002" "PS2" "2001" "Sports" 0.04 0.03 0 0.01 0.08
"11336" "Famicom Mini: Adventure Island" "GBA" "2004" "Action" 0 0 0.08 0 0.08
"11349" "Hello Kitty: Roller Rescue" "GC" "2005" "Action" 0.06 0.02 0 0 0.08
"11350" "Jikkyou Powerful Pro Yakyuu 12" "GC" "2005" "Sports" 0 0 0.08 0 0.08
"11357" "LEGO Soccer Mania" "PS2" "2002" "Sports" 0.04 0.03 0 0.01 0.08
"11394" "FIFA Soccer 2005" "GBA" "2004" "Sports" 0.06 0.02 0 0 0.08
"11397" "NHL 06" "GC" "2005" "Sports" 0.06 0.02 0 0 0.08
"11401" "Pinobee: Wings of Adventure" "GBA" "2001" "Platform" 0.06 0.02 0 0 0.08
"11409" "Fatal Frame III: The Tormented" "PS2" "2005" "Action" 0.04 0.03 0 0.01 0.08
"11412" "Seven Samurai 20XX" "PS2" "2004" "Action" 0.04 0.03 0 0.01 0.08
"11417" "Tom Clancy's Splinter Cell: Pandora Tomorrow" "GC" "2004" "Action" 0.06 0.02 0 0 0.08
"11420" "Swingerz Golf" "GC" "2002" "Sports" 0.06 0.02 0 0 0.08
"11430" "FIFA Soccer 2003" "GC" "2002" "Sports" 0.06 0.02 0 0 0.08
"11436" "Outlaw Golf" "GC" "2002" "Sports" 0.06 0.02 0 0 0.08
"11481" "Tony Hawk's Pro Skater 3" "N64" "2002" "Sports" 0.06 0.02 0 0 0.08
"11485" "Samurai Western" "PS2" "2004" "Action" 0.04 0.03 0 0.01 0.08
"11490" "Harry Potter and the Sorcerer's Stone" "GC" "2003" "Action" 0.06 0.02 0 0 0.08
"11491" "High Heat Major League Baseball 2004" "XB" "2003" "Sports" 0.06 0.02 0 0 0.08
"11534" "Superman: Shadow of Apokolips" "GC" "2003" "Action" 0.06 0.02 0 0 0.08
"11539" "Batman: Dark Tomorrow" "GC" "2003" "Action" 0.06 0.02 0 0 0.08
"11549" "Fireblade" "XB" "2002" "Action" 0.06 0.02 0 0 0.08
"11555" "Boxing Fever" "GBA" "2001" "Sports" 0.06 0.02 0 0 0.08
"11556" "RoadKill" "XB" "2003" "Action" 0.06 0.02 0 0 0.08
"11562" "Indycar Series 2005" "XB" "2004" "Action" 0.06 0.02 0 0 0.08
"11566" "Taz Wanted" "GC" "2002" "Platform" 0.06 0.02 0 0 0.08
"11569" "Skydiving Extreme" "PS" "2001" "Sports" 0.04 0.03 0 0.01 0.08
"11570" "Evil Dead: Regeneration" "XB" "2005" "Action" 0.06 0.02 0 0 0.08
"11599" "Outlaw Tennis" "PS2" "2005" "Sports" 0.04 0.03 0 0.01 0.08
"11607" "LEGO Soccer Mania" "GBA" "2002" "Sports" 0.06 0.02 0 0 0.08
"11642" "NHL Hitz 20-03" "GC" "2002" "Sports" 0.06 0.02 0 0 0.08
"11648" "Urban Reign" "PS2" "2005" "Action" 0.04 0.03 0 0.01 0.08
"11652" "Resident Evil 3: Nemesis" "GC" "2003" "Action" 0.06 0.02 0 0 0.08
"11653" "All-Star Baseball 2004" "GC" "2003" "Sports" 0.06 0.02 0 0 0.08
"11656" "Frogger Beyond" "XB" "2002" "Platform" 0.06 0.02 0 0 0.08
"11659" "Stuart Little 3: Big Photo Adventure" "PS2" "2005" "Platform" 0.04 0.03 0 0.01 0.08
"11664" "Pitfall: The Lost Expedition" "GC" "2004" "Platform" 0.06 0.02 0 0 0.08
"11673" "Pac-Man World 3" "PSP" "2005" "Platform" 0.07 0 0 0.01 0.08
"11708" "The Hustle: Detroit Streets" "PSP" "2005" "Sports" 0.07 0 0 0.01 0.08
"11709" "Codename: Kids Next Door: Operation S.O.D.A." "GBA" "2004" "Platform" 0.05 0.02 0 0 0.08
"11722" "Scooby-Doo! Unmasked" "XB" "2005" "Platform" 0.06 0.02 0 0 0.08
"11726" "Dynasty Warriors 3" "XB" "2002" "Action" 0.06 0.02 0 0 0.08
"11757" "Futurama" "PS2" "2003" "Platform" 0.04 0.03 0 0.01 0.07
"11760" "Famicom Mini: Hikari Shinwa: Palutena no Kagami" "GBA" "2004" "Platform" 0 0 0.07 0 0.07
"11761" "Rayman 3: Hoodlum Havoc" "XB" "2003" "Platform" 0.06 0.02 0 0 0.07
"11768" "Super Ghouls 'n Ghosts" "GBA" "2002" "Platform" 0.05 0.02 0 0 0.07
"11772" "Gundam Battle Tactics" "PSP" "2005" "Action" 0 0 0.07 0 0.07
"11775" "Sky Gunner" "PS2" "2001" "Action" 0.04 0.03 0 0.01 0.07
"11809" "Godai: Elemental Force" "PS2" "2002" "Action" 0.04 0.03 0 0.01 0.07
"11818" "I-Ninja" "XB" "2003" "Platform" 0.05 0.02 0 0 0.07
"11865" "Tak: The Great Juju Challenge" "XB" "2005" "Platform" 0.05 0.02 0 0 0.07
"11877" "Disney's Donald Duck Advance" "GBA" "2001" "Platform" 0.05 0.02 0 0 0.07
"11904" "Pitfall: The Lost Expedition" "GBA" "2003" "Platform" 0.05 0.02 0 0 0.07
"11905" "All-Star Baseball 2004" "GBA" "2003" "Sports" 0.05 0.02 0 0 0.07
"11907" "Tom Clancy's Splinter Cell: Chaos Theory" "DS" "2005" "Action" 0.06 0 0 0.01 0.07
"11910" "James Cameron's Dark Angel" "XB" "2002" "Action" 0.05 0.02 0 0 0.07
"11919" "NCAA College Football 2K3" "GC" "2002" "Sports" 0.05 0.01 0 0 0.07
"11927" "Famicom Mini: Nazo no Murasame-Jou" "GBA" "2004" "Action" 0 0 0.07 0 0.07
"11930" "Haunting Ground" "PS2" "2005" "Action" 0.03 0.03 0 0.01 0.07
"11934" "Disney Sports Skateboarding" "GBA" "2002" "Sports" 0.05 0.02 0 0 0.07
"11946" "Loons: The Fight For Fame" "XB" "2002" "Action" 0.05 0.02 0 0 0.07
"11968" "ESPN National Hockey Night" "PS2" "2001" "Sports" 0.03 0.03 0 0.01 0.07
"11974" "Taz Wanted" "XB" "2002" "Platform" 0.05 0.02 0 0 0.07
"11975" "Harry Potter and the Sorcerer's Stone" "XB" "2003" "Action" 0.05 0.02 0 0 0.07
"11980" "Wallace & Gromit in Project Zoo" "GC" "2003" "Platform" 0.05 0.01 0 0 0.07
"11990" "Samurai Warriors" "XB" "2004" "Action" 0.05 0.02 0 0 0.07
"11997" "FIFA Soccer 2004" "GC" "2003" "Sports" 0.05 0.01 0 0 0.07
"12001" "Rayman 3: Hoodlum Havoc" "GC" "2003" "Platform" 0.05 0.01 0 0 0.07
"12020" "Crimson Sea 2" "PS2" "2004" "Action" 0.03 0.03 0 0.01 0.07
"12031" "Disney's Winnie the Pooh's Rumbly Tumbly Adventure" "GC" "2005" "Platform" 0.05 0.01 0 0 0.07
"12036" "Catwoman" "GC" "2004" "Action" 0.05 0.01 0 0 0.07
"12050" "Spartan: Total Warrior" "GC" "2005" "Action" 0.05 0.01 0 0 0.07
"12051" "Pitfall: The Lost Expedition" "XB" "2004" "Platform" 0.05 0.01 0 0 0.07
"12056" "River City Ransom EX" "GBA" "2004" "Action" 0.05 0.02 0 0 0.07
"12078" "Robot Alchemic Drive" "PS2" "2002" "Action" 0.03 0.03 0 0.01 0.07
"12091" "NHL 2005" "GC" "2004" "Sports" 0.05 0.01 0 0 0.07
"12094" "Firefighter F.D.18" "PS2" "2004" "Action" 0.03 0.03 0 0.01 0.07
"12105" "The Putter Golf" "PS" "2001" "Sports" 0.04 0.03 0 0 0.07
"12107" "The Powerpuff Girls: Relish Rampage" "GC" "2002" "Action" 0.05 0.01 0 0 0.07
"12120" "Sega Soccer Slam" "GC" "2002" "Sports" 0.05 0.01 0 0 0.07
"12133" "Nichibeikan Pro Yakyuu: Final League" "PS2" "2002" "Sports" 0 0 0.07 0 0.07
"12137" "Spawn: Armageddon" "GC" "2003" "Action" 0.05 0.01 0 0 0.07
"12149" "FIFA Soccer 06" "GBA" "2005" "Sports" 0.05 0.02 0 0 0.07
"12150" "RedCard 20-03" "PS2" "2002" "Sports" 0.03 0.03 0 0.01 0.07
"12163" "Batman: Rise of Sin Tzu" "GBA" "2003" "Action" 0.05 0.02 0 0 0.07
"12190" "Army Men: Green Rogue" "PS" "2001" "Action" 0.04 0.02 0 0 0.07
"12199" "Cabela's Big Game Hunter 2005 Adventures" "GC" "2004" "Sports" 0.05 0.01 0 0 0.07
"12203" "Tokobot" "PSP" "2005" "Platform" 0.06 0 0 0.01 0.07
"12225" "Frogger Advance: The Great Quest" "GBA" "2002" "Action" 0.05 0.02 0 0 0.07
"12242" "NHL Hitz Pro" "XB" "2003" "Sports" 0.05 0.01 0 0 0.07
"12260" "Kabuki Warriors" "XB" "2001" "Action" 0.05 0.01 0 0 0.06
"12274" "NanoBreaker" "PS2" "2005" "Action" 0.03 0.02 0 0.01 0.06
"12275" "Bionicle" "XB" "2003" "Action" 0.05 0.01 0 0 0.06
"12280" "BMX XXX" "GC" "2002" "Sports" 0.05 0.01 0 0 0.06
"12282" "Disney's Magical Quest 2 Starring Mickey and Minnie" "GBA" "2003" "Action" 0.05 0.02 0 0 0.06
"12283" "Aggressive Inline" "XB" "2002" "Sports" 0.05 0.01 0 0 0.06
"12286" "Frogger: Helmet Chaos" "DS" "2005" "Platform" 0.06 0 0 0 0.06
"12314" "Gallop Racer 2004" "PS2" "2004" "Sports" 0.03 0.02 0 0.01 0.06
"12315" "Rayman: Hoodlum's Revenge" "GBA" "2005" "Platform" 0.05 0.02 0 0 0.06
"12324" "Tonka Rescue Patrol" "GC" "2003" "Action" 0.05 0.01 0 0 0.06
"12335" "Famicom Mini: Balloon Fight" "GBA" "2004" "Action" 0 0 0.06 0 0.06
"12344" "Tom Clancy's Splinter Cell: Pandora Tomorrow" "GBA" "2004" "Action" 0.05 0.02 0 0 0.06
"12353" "Deathrow: Underground Team Combat" "XB" "2002" "Sports" 0.05 0.01 0 0 0.06
"12367" "Mystic Heroes" "PS2" "2002" "Action" 0.03 0.02 0 0.01 0.06
"12370" "Tron 2.0: Killer App" "GBA" "2004" "Action" 0.04 0.02 0 0 0.06
"12382" "LEGO Bionicle" "GBA" "2001" "Platform" 0.04 0.02 0 0 0.06
"12388" "Strike Force Bowling" "GC" "2005" "Sports" 0.05 0.01 0 0 0.06
"12424" "Barbie Horse Adventures: Wild Horse Rescue" "XB" "2003" "Sports" 0.05 0.01 0 0 0.06
"12426" "Blast Lacrosse" "PS" "2001" "Sports" 0.03 0.02 0 0 0.06
"12430" "Kikou Heidan J-Phoenix" "PS2" "2001" "Action" 0 0 0.06 0 0.06
"12434" "Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf" "GBA" "2005" "Action" 0.04 0.02 0 0 0.06
"12444" "Cold Fear" "XB" "2005" "Action" 0.05 0.01 0 0 0.06
"12460" "The Great Escape" "XB" "2003" "Action" 0.05 0.01 0 0 0.06
"12463" "Metal Gear Solid: Social Ops" "PS2" "2002" "Action" 0.03 0.02 0 0.01 0.06
"12470" "Salt Lake 2002" "GBA" "2002" "Sports" 0.04 0.02 0 0 0.06
"12473" "Vexx" "GC" "2003" "Platform" 0.05 0.01 0 0 0.06
"12477" "Batman: Rise of Sin Tzu" "GC" "2003" "Action" 0.05 0.01 0 0 0.06
"12483" "Disney Sports Skateboarding" "GC" "2002" "Sports" 0.05 0.01 0 0 0.06
"12547" "Rapala Pro Fishing" "GBA" "2004" "Sports" 0.04 0.02 0 0 0.06
"12566" "World Soccer Winning Eleven 9 (US sales)" "PSP" "2005" "Sports" 0.05 0 0 0 0.06
"12568" "Oddworld: Munch's Oddysee" "GBA" "2003" "Platform" 0.04 0.02 0 0 0.06
"12578" "Klonoa Beach Volleyball" "PS" "2002" "Sports" 0.03 0.02 0 0 0.06
"12582" "Teenage Mutant Ninja Turtles 3: Mutant Nightmare" "DS" "2005" "Action" 0.05 0 0 0 0.06
"12587" "Hi Hi Puffy AmiYumi: Kaznapped" "GBA" "2005" "Action" 0.04 0.02 0 0 0.06
"12589" "Resident Evil - Code: Veronica X" "GC" "2003" "Action" 0.05 0.01 0 0 0.06
"12594" "Kelly Slater's Pro Surfer" "GC" "2002" "Sports" 0.05 0.01 0 0 0.06
"12599" "Trapt" "PS2" "2005" "Action" 0.03 0.02 0 0.01 0.06
"12601" "Splat Renegade Paintball" "XB" "2005" "Sports" 0.04 0.01 0 0 0.06
"12619" "Archer Maclean Presents: Pool Paradise" "PS2" "2004" "Sports" 0.03 0.02 0 0.01 0.06
