Nombre,Plataforma,Fecha,Genero,VentasEEUU,VentasEU,VentasJP,VentasOtros,Ventas
Samurai Western,PS2,2004,Action,0.04,0.03,0.0,0.01,0.08
Harry Potter and the Sorcerer's Stone,GC,2003,Action,0.06,0.02,0.0,0.0,0.08
High Heat Major League Baseball 2004,XB,2003,Sports,0.06,0.02,0.0,0.0,0.08
Superman: Shadow of Apokolips,GC,2003,Action,0.06,0.02,0.0,0.0,0.08
Batman: Dark Tomorrow,GC,2003,Action,0.06,0.02,0.0,0.0,0.08
Fireblade,XB,2002,Action,0.06,0.02,0.0,0.0,0.08
Boxing Fever,GBA,2001,Sports,0.06,0.02,0.0,0.0,0.08
RoadKill,XB,2003,Action,0.06,0.02,0.0,0.0,0.08
Indycar Series 2005,XB,2004,Action,0.06,0.02,0.0,0.0,0.08
Taz Wanted,GC,2002,Platform,0.06,0.02,0.0,0.0,0.08
Skydiving Extreme,PS,2001,Sports,0.04,0.03,0.0,0.01,0.08
Evil Dead: Regeneration,XB,2005,Action,0.06,0.02,0.0,0.0,0.08
Outlaw Tennis,PS2,2005,Sports,0.04,0.03,0.0,0.01,0.08
LEGO Soccer Mania,GBA,2002,Sports,0.06,0.02,0.0,0.0,0.08
NHL Hitz 20-03,GC,2002,Sports,0.06,0.02,0.0,0.0,0.08
Urban Reign,PS2,2005,Action,0.04,0.03,0.0,0.01,0.08
Resident Evil 3: Nemesis,GC,2003,Action,0.06,0.02,0.0,0.0,0.08
All-Star Baseball 2004,GC,2003,Sports,0.06,0.02,0.0,0.0,0.08
Frogger Beyond,XB,2002,Platform,0.06,0.02,0.0,0.0,0.08
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,0.04,0.03,0.0,0.01,0.08
Pitfall: The Lost Expedition,GC,2004,Platform,0.06,0.02,0.0,0.0,0.08
Pac-Man World 3,PSP,2005,Platform,0.07,0.0,0.0,0.01,0.08
The Hustle: Detroit Streets,PSP,2005,Sports,0.07,0.0,0.0,0.01,0.08
Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004,Platform,0.05,0.02,0.0,0.0,0.08
Scooby-Doo! Unmasked,XB,2005,Platform,0.06,0.02,0.0,0.0,0.08
Dynasty Warriors 3,XB,2002,Action,0.06,0.02,0.0,0.0,0.08
Futurama,PS2,2003,Platform,0.04,0.03,0.0,0.01,0.07
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004,Platform,0.0,0.0,0.07,0.0,0.07
Rayman 3: Hoodlum Havoc,XB,2003,Platform,0.06,0.02,0.0,0.0,0.07
Super Ghouls 'n Ghosts,GBA,2002,Platform,0.05,0.02,0.0,0.0,0.07
Gundam Battle Tactics,PSP,2005,Action,0.0,0.0,0.07,0.0,0.07
Sky Gunner,PS2,2001,Action,0.04,0.03,0.0,0.01,0.07
Godai: Elemental Force,PS2,2002,Action,0.04,0.03,0.0,0.01,0.07
I-Ninja,XB,2003,Platform,0.05,0.02,0.0,0.0,0.07
Tak: The Great Juju Challenge,XB,2005,Platform,0.05,0.02,0.0,0.0,0.07
Disney's Donald Duck Advance,GBA,2001,Platform,0.05,0.02,0.0,0.0,0.07
Pitfall: The Lost Expedition,GBA,2003,Platform,0.05,0.02,0.0,0.0,0.07
All-Star Baseball 2004,GBA,2003,Sports,0.05,0.02,0.0,0.0,0.07
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,0.06,0.0,0.0,0.01,0.07
James Cameron's Dark Angel,XB,2002,Action,0.05,0.02,0.0,0.0,0.07
NCAA College Football 2K3,GC,2002,Sports,0.05,0.01,0.0,0.0,0.07
Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,0.0,0.0,0.07,0.0,0.07
Haunting Ground,PS2,2005,Action,0.03,0.03,0.0,0.01,0.07
Disney Sports Skateboarding,GBA,2002,Sports,0.05,0.02,0.0,0.0,0.07
Loons: The Fight For Fame,XB,2002,Action,0.05,0.02,0.0,0.0,0.07
ESPN National Hockey Night,PS2,2001,Sports,0.03,0.03,0.0,0.01,0.07
Taz Wanted,XB,2002,Platform,0.05,0.02,0.0,0.0,0.07
Harry Potter and the Sorcerer's Stone,XB,2003,Action,0.05,0.02,0.0,0.0,0.07
Wallace & Gromit in Project Zoo,GC,2003,Platform,0.05,0.01,0.0,0.0,0.07
Samurai Warriors,XB,2004,Action,0.05,0.02,0.0,0.0,0.07
FIFA Soccer 2004,GC,2003,Sports,0.05,0.01,0.0,0.0,0.07
Rayman 3: Hoodlum Havoc,GC,2003,Platform,0.05,0.01,0.0,0.0,0.07
Crimson Sea 2,PS2,2004,Action,0.03,0.03,0.0,0.01,0.07
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005,Platform,0.05,0.01,0.0,0.0,0.07
Catwoman,GC,2004,Action,0.05,0.01,0.0,0.0,0.07
Spartan: Total Warrior,GC,2005,Action,0.05,0.01,0.0,0.0,0.07
Pitfall: The Lost Expedition,XB,2004,Platform,0.05,0.01,0.0,0.0,0.07
River City Ransom EX,GBA,2004,Action,0.05,0.02,0.0,0.0,0.07
Robot Alchemic Drive,PS2,2002,Action,0.03,0.03,0.0,0.01,0.07
NHL 2005,GC,2004,Sports,0.05,0.01,0.0,0.0,0.07
Firefighter F.D.18,PS2,2004,Action,0.03,0.03,0.0,0.01,0.07
The Putter Golf,PS,2001,Sports,0.04,0.03,0.0,0.0,0.07
The Powerpuff Girls: Relish Rampage,GC,2002,Action,0.05,0.01,0.0,0.0,0.07
Sega Soccer Slam,GC,2002,Sports,0.05,0.01,0.0,0.0,0.07
Nichibeikan Pro Yakyuu: Final League,PS2,2002,Sports,0.0,0.0,0.07,0.0,0.07
Spawn: Armageddon,GC,2003,Action,0.05,0.01,0.0,0.0,0.07
FIFA Soccer 06,GBA,2005,Sports,0.05,0.02,0.0,0.0,0.07
RedCard 20-03,PS2,2002,Sports,0.03,0.03,0.0,0.01,0.07
Batman: Rise of Sin Tzu,GBA,2003,Action,0.05,0.02,0.0,0.0,0.07
Army Men: Green Rogue,PS,2001,Action,0.04,0.02,0.0,0.0,0.07
Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,0.05,0.01,0.0,0.0,0.07
Tokobot,PSP,2005,Platform,0.06,0.0,0.0,0.01,0.07
Frogger Advance: The Great Quest,GBA,2002,Action,0.05,0.02,0.0,0.0,0.07
NHL Hitz Pro,XB,2003,Sports,0.05,0.01,0.0,0.0,0.07
Kabuki Warriors,XB,2001,Action,0.05,0.01,0.0,0.0,0.06
NanoBreaker,PS2,2005,Action,0.03,0.02,0.0,0.01,0.06
Bionicle,XB,2003,Action,0.05,0.01,0.0,0.0,0.06
BMX XXX,GC,2002,Sports,0.05,0.01,0.0,0.0,0.06
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,0.05,0.02,0.0,0.0,0.06
Aggressive Inline,XB,2002,Sports,0.05,0.01,0.0,0.0,0.06
Frogger: Helmet Chaos,DS,2005,Platform,0.06,0.0,0.0,0.0,0.06
Gallop Racer 2004,PS2,2004,Sports,0.03,0.02,0.0,0.01,0.06
Rayman: Hoodlum's Revenge,GBA,2005,Platform,0.05,0.02,0.0,0.0,0.06
Tonka Rescue Patrol,GC,2003,Action,0.05,0.01,0.0,0.0,0.06
Famicom Mini: Balloon Fight,GBA,2004,Action,0.0,0.0,0.06,0.0,0.06
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,0.05,0.02,0.0,0.0,0.06
Deathrow: Underground Team Combat,XB,2002,Sports,0.05,0.01,0.0,0.0,0.06
Mystic Heroes,PS2,2002,Action,0.03,0.02,0.0,0.01,0.06
Tron 2.0: Killer App,GBA,2004,Action,0.04,0.02,0.0,0.0,0.06
LEGO Bionicle,GBA,2001,Platform,0.04,0.02,0.0,0.0,0.06
Strike Force Bowling,GC,2005,Sports,0.05,0.01,0.0,0.0,0.06
Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,0.05,0.01,0.0,0.0,0.06
Blast Lacrosse,PS,2001,Sports,0.03,0.02,0.0,0.0,0.06
Kikou Heidan J-Phoenix,PS2,2001,Action,0.0,0.0,0.06,0.0,0.06
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,0.04,0.02,0.0,0.0,0.06
Cold Fear,XB,2005,Action,0.05,0.01,0.0,0.0,0.06
The Great Escape,XB,2003,Action,0.05,0.01,0.0,0.0,0.06
Metal Gear Solid: Social Ops,PS2,2002,Action,0.03,0.02,0.0,0.01,0.06
Salt Lake 2002,GBA,2002,Sports,0.04,0.02,0.0,0.0,0.06
Vexx,GC,2003,Platform,0.05,0.01,0.0,0.0,0.06
Batman: Rise of Sin Tzu,GC,2003,Action,0.05,0.01,0.0,0.0,0.06
Disney Sports Skateboarding,GC,2002,Sports,0.05,0.01,0.0,0.0,0.06
Rapala Pro Fishing,GBA,2004,Sports,0.04,0.02,0.0,0.0,0.06
World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,0.05,0.0,0.0,0.0,0.06
Oddworld: Munch's Oddysee,GBA,2003,Platform,0.04,0.02,0.0,0.0,0.06
Klonoa Beach Volleyball,PS,2002,Sports,0.03,0.02,0.0,0.0,0.06
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,0.05,0.0,0.0,0.0,0.06
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,0.04,0.02,0.0,0.0,0.06
Resident Evil - Code: Veronica X,GC,2003,Action,0.05,0.01,0.0,0.0,0.06
Kelly Slater's Pro Surfer,GC,2002,Sports,0.05,0.01,0.0,0.0,0.06
Trapt,PS2,2005,Action,0.03,0.02,0.0,0.01,0.06
Splat Renegade Paintball,XB,2005,Sports,0.04,0.01,0.0,0.0,0.06
Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,0.03,0.02,0.0,0.01,0.06
Backyard Skateboarding 2006,GBA,2004,Sports,0.04,0.02,0.0,0.0,0.06
Tron 2.0: Killer App,XB,2004,Action,0.04,0.01,0.0,0.0,0.06
Fatal Frame,XB,2002,Action,0.04,0.01,0.0,0.0,0.06
Resident Evil 2,GC,2003,Action,0.04,0.01,0.0,0.0,0.06
Harry Potter and the Sorcerer's Stone,PC,2001,Action,0.01,0.04,0.0,0.01,0.06
Catwoman,XB,2004,Action,0.04,0.01,0.0,0.0,0.06
Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,0.0,0.0,0.06,0.0,0.06
Terminator 3: Rise of the Machines,GBA,2003,Action,0.04,0.02,0.0,0.0,0.06
Constantine,XB,2005,Action,0.04,0.01,0.0,0.0,0.06
Samurai Jack: The Shadow of Aku,PS2,2004,Action,0.03,0.02,0.0,0.01,0.06
FIFA Street,GC,2005,Sports,0.04,0.01,0.0,0.0,0.06
Aggressive Inline,GC,2002,Sports,0.04,0.01,0.0,0.0,0.06
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,0.04,0.01,0.0,0.0,0.06
FIFA Soccer 06,DS,2005,Sports,0.05,0.0,0.0,0.0,0.06
Dr. Muto,XB,2002,Platform,0.04,0.01,0.0,0.0,0.06
ESPN International Winter Sports 2002,PS2,2002,Sports,0.03,0.02,0.0,0.01,0.06
BattleBots: Beyond the BattleBox,GBA,2002,Action,0.04,0.01,0.0,0.0,0.06
Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,0.04,0.01,0.0,0.0,0.06
Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,0.03,0.02,0.0,0.01,0.06
Gladiator: Sword of Vengeance,XB,2003,Action,0.04,0.01,0.0,0.0,0.05
NFL Quarterback Club 2002,GC,2001,Sports,0.04,0.01,0.0,0.0,0.05
Sega Soccer Slam,XB,2002,Sports,0.04,0.01,0.0,0.0,0.05
Blood Omen 2,GC,2002,Action,0.04,0.01,0.0,0.0,0.05
WTA Tour Tennis,PS2,2001,Sports,0.03,0.02,0.0,0.01,0.05
Dynasty Warriors 5,XB,2005,Action,0.04,0.01,0.0,0.0,0.05
FIFA Soccer 2003,GBA,2002,Sports,0.04,0.01,0.0,0.0,0.05
UEFA Euro 2004: Portugal,XB,2004,Sports,0.04,0.01,0.0,0.0,0.05
Shaman King: Soul Fight,GC,2003,Platform,0.0,0.0,0.05,0.0,0.05
Zapper: One Wicked Cricket!,XB,2002,Platform,0.04,0.01,0.0,0.0,0.05
Sitting Ducks,PS2,2003,Platform,0.03,0.02,0.0,0.01,0.05
NFL Blitz Pro,XB,2003,Sports,0.04,0.01,0.0,0.0,0.05
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,0.04,0.01,0.0,0.0,0.05
King Arthur,XB,2004,Action,0.04,0.01,0.0,0.0,0.05
Dragon's Lair 3D: Return to the Lair,XB,2002,Platform,0.04,0.01,0.0,0.0,0.05
Virtua Striker 2002,GC,2002,Sports,0.01,0.0,0.03,0.0,0.05
Disney's PK: Out of the Shadows,GC,2002,Platform,0.04,0.01,0.0,0.0,0.05
Otogi 2: Immortal Warriors,XB,2003,Action,0.04,0.01,0.0,0.0,0.05
Legend of Kay,PS2,2005,Action,0.03,0.02,0.0,0.01,0.05
Piglet's Big Game,GC,2003,Platform,0.04,0.01,0.0,0.0,0.05
Piglet's Big Game,GBA,2003,Platform,0.04,0.01,0.0,0.0,0.05
Monster! Bass Fishing,GBA,2003,Sports,0.04,0.01,0.0,0.0,0.05
FIFA Soccer 2004,GBA,2003,Sports,0.04,0.01,0.0,0.0,0.05
Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,0.0,0.0,0.05,0.0,0.05
Yanya Caballista: City Skater,PS2,2001,Sports,0.02,0.02,0.0,0.01,0.05
Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003,Action,0.04,0.01,0.0,0.0,0.05
Alias,XB,2004,Action,0.04,0.01,0.0,0.0,0.05
ESPN International Winter Sports 2002,GC,2002,Sports,0.04,0.01,0.0,0.0,0.05
Dr. Seuss: Green Eggs and Ham,GBA,2003,Action,0.04,0.01,0.0,0.0,0.05
Dark Summit,GC,2002,Sports,0.04,0.01,0.0,0.0,0.05
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005,Platform,0.04,0.01,0.0,0.0,0.05
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,0.04,0.01,0.0,0.0,0.05
Stretch Panic,PS2,2001,Platform,0.02,0.02,0.0,0.01,0.05
Rogue Ops,GC,2003,Action,0.04,0.01,0.0,0.0,0.05
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,0.02,0.02,0.0,0.01,0.05
Around the World in 80 Days,GBA,2004,Action,0.03,0.01,0.0,0.0,0.05
Whirl Tour,GC,2002,Sports,0.04,0.01,0.0,0.0,0.05
Finny the Fish & the Seven Waters,PS2,2004,Sports,0.02,0.02,0.0,0.01,0.05
Crime Life: Gang Wars,XB,2005,Action,0.04,0.01,0.0,0.0,0.05
Rugby 2005,XB,2005,Sports,0.04,0.01,0.0,0.0,0.05
American Bass Challenge,GBA,2001,Sports,0.03,0.01,0.0,0.0,0.05
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,0.04,0.01,0.0,0.0,0.05
2002 FIFA World Cup,GC,2002,Sports,0.04,0.01,0.0,0.0,0.05
Ribbit King,GC,2003,Sports,0.04,0.01,0.0,0.0,0.05
ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,0.03,0.01,0.0,0.0,0.05
World Championship Pool 2004,PS2,2004,Sports,0.02,0.02,0.0,0.01,0.05
Frogger: Ancient Shadow,GC,2005,Platform,0.04,0.01,0.0,0.0,0.05
NightCaster II: Equinox,XB,2002,Action,0.03,0.01,0.0,0.0,0.05
Mafia,PC,2002,Action,0.0,0.04,0.0,0.01,0.05
Rimo-Cocoron,PS2,2001,Action,0.0,0.0,0.05,0.0,0.05
Mike Tyson Heavyweight Boxing,XB,2002,Sports,0.03,0.01,0.0,0.0,0.05
The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,0.03,0.01,0.0,0.0,0.05
Double Dragon Advance,GBA,2003,Action,0.03,0.01,0.0,0.0,0.05
World Fantasista,PS2,2002,Sports,0.0,0.0,0.05,0.0,0.05
Futurama,XB,2003,Platform,0.03,0.01,0.0,0.0,0.05
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,0.03,0.01,0.0,0.0,0.04
"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,0.02,0.02,0.0,0.0,0.04
Crushed Baseball,GBA,2004,Sports,0.03,0.01,0.0,0.0,0.04
Spy Fiction,PS2,2003,Action,0.02,0.02,0.0,0.01,0.04
Justice League: Chronicles,GBA,2003,Platform,0.03,0.01,0.0,0.0,0.04
King Arthur,GC,2004,Action,0.03,0.01,0.0,0.0,0.04
Chicken Shoot,GBA,2005,Action,0.03,0.01,0.0,0.0,0.04
Strike Force Bowling,XB,2004,Sports,0.03,0.01,0.0,0.0,0.04
Red Ninja: End of Honor,PS2,2005,Action,0.02,0.02,0.0,0.01,0.04
Outlaw Tennis,XB,2005,Sports,0.03,0.01,0.0,0.0,0.04
No Rules: Get Phat,GBA,2001,Action,0.03,0.01,0.0,0.0,0.04
The Invincible Iron Man,GBA,2002,Action,0.03,0.01,0.0,0.0,0.04
Maken Shao: Demon Sword,PS2,2001,Action,0.0,0.0,0.04,0.0,0.04
Scaler,XB,2004,Platform,0.03,0.01,0.0,0.0,0.04
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,0.0,0.0,0.04,0.0,0.04
High Heat Baseball 2002,PS,2001,Sports,0.02,0.02,0.0,0.0,0.04
Tennis Masters Series 2003,XB,2002,Sports,0.03,0.01,0.0,0.0,0.04
MLB SlugFest 20-04,GC,2003,Sports,0.03,0.01,0.0,0.0,0.04
Yourself Fitness,PS2,2005,Sports,0.02,0.02,0.0,0.01,0.04
Catwoman,GBA,2004,Action,0.03,0.01,0.0,0.0,0.04
Aeon Flux,PS2,2005,Action,0.02,0.02,0.0,0.01,0.04
Mat Hoffman's Pro BMX 2,GC,2002,Sports,0.03,0.01,0.0,0.0,0.04
Grand Theft Auto: Vice City,PC,2003,Action,0.0,0.03,0.0,0.01,0.04
Superman: Countdown to Apokolips,GBA,2003,Platform,0.03,0.01,0.0,0.0,0.04
Kikou Heidan J-Phoenix 2,PS2,2003,Action,0.0,0.0,0.04,0.0,0.04
Dragon's Lair 3D: Return to the Lair,GC,2002,Platform,0.03,0.01,0.0,0.0,0.04
Super Black Bass Fishing,DS,2005,Sports,0.04,0.0,0.0,0.0,0.04
Mike Tyson Boxing,GBA,2002,Sports,0.03,0.01,0.0,0.0,0.04
Fisherman's Challenge,PS2,2003,Sports,0.02,0.02,0.0,0.01,0.04
Mission: Impossible - Operation Surma,GBA,2003,Platform,0.03,0.01,0.0,0.0,0.04
Headhunter: Redemption,PS2,2004,Action,0.02,0.01,0.0,0.0,0.04
Tiger Woods PGA Tour Golf,GBA,2002,Sports,0.03,0.01,0.0,0.0,0.04
Outlaw Volleyball Remixed,PS2,2004,Sports,0.02,0.01,0.0,0.0,0.04
Stolen,PS2,2005,Action,0.02,0.01,0.0,0.0,0.04
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,0.02,0.01,0.0,0.0,0.04
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,0.0,0.0,0.04,0.0,0.04
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,0.0,0.03,0.0,0.01,0.04
Dragon Ball: Advanced Adventure,GBA,2004,Action,0.03,0.01,0.0,0.0,0.04
The Ripping Friends,GBA,2002,Action,0.03,0.01,0.0,0.0,0.04
Super Army War,GBA,2005,Action,0.03,0.01,0.0,0.0,0.04
Evolution Skateboarding,GC,2002,Sports,0.03,0.01,0.0,0.0,0.04
Jikkyou World Soccer 2002,PS2,2002,Sports,0.0,0.0,0.04,0.0,0.04
Cy Girls,PS2,2004,Action,0.02,0.01,0.0,0.0,0.04
Minority Report: Everybody Runs,GBA,2002,Action,0.03,0.01,0.0,0.0,0.04
Garfield: The Search for Pooky,GBA,2003,Platform,0.03,0.01,0.0,0.0,0.04
Gumby vs. the Astrobots,GBA,2005,Action,0.03,0.01,0.0,0.0,0.04
Scaler,GC,2004,Platform,0.03,0.01,0.0,0.0,0.04
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,0.03,0.01,0.0,0.0,0.04
Beatdown: Fists of Vengeance,XB,2005,Action,0.03,0.01,0.0,0.0,0.04
World Championship Pool 2004,XB,2003,Sports,0.03,0.01,0.0,0.0,0.04
Stadium Games,GBA,2003,Sports,0.03,0.01,0.0,0.0,0.04
Hot Potato!,GBA,2001,Action,0.03,0.01,0.0,0.0,0.04
Hello Kitty: Roller Rescue,PC,2005,Action,0.0,0.03,0.0,0.0,0.04
Alienators: Evolution Continues,GBA,2001,Action,0.03,0.01,0.0,0.0,0.03
RedCard 20-03,XB,2002,Sports,0.03,0.01,0.0,0.0,0.03
Asterix & Obelix: Kick Buttix,PS2,2004,Action,0.02,0.01,0.0,0.0,0.03
Care Bears - Care Quest,GBA,2005,Action,0.02,0.01,0.0,0.0,0.03
Championship Manager Season 01/02,PC,2001,Sports,0.0,0.03,0.0,0.01,0.03
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002,Action,0.0,0.0,0.03,0.0,0.03
Sky Dancers,GBA,2005,Action,0.02,0.01,0.0,0.0,0.03
ESPN NBA 2Night 2002,PS2,2002,Sports,0.02,0.01,0.0,0.0,0.03
Cabela's Dangerous Hunts 2,GC,2005,Sports,0.03,0.01,0.0,0.0,0.03
"Crouching Tiger, Hidden Dragon",GBA,2003,Action,0.02,0.01,0.0,0.0,0.03
Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,0.02,0.01,0.0,0.0,0.03
Cabela's Outdoor Adventures,GC,2005,Sports,0.03,0.01,0.0,0.0,0.03
Backyard NFL Football 2006,GBA,2005,Sports,0.02,0.01,0.0,0.0,0.03
An American Tail: Fievel's Gold Rush,GBA,2002,Platform,0.02,0.01,0.0,0.0,0.03
M&Ms Shell Shocked,PS,2001,Action,0.02,0.01,0.0,0.0,0.03
James Pond: Codename Robocod,GBA,2005,Platform,0.02,0.01,0.0,0.0,0.03
Project Gotham Racing 2 (JP weekly sales),XB,2003,Action,0.0,0.0,0.03,0.0,0.03
CT Special Forces,GBA,2002,Action,0.02,0.01,0.0,0.0,0.03
Earthworm Jim 2,GBA,2002,Platform,0.02,0.01,0.0,0.0,0.03
Disney Sports Soccer,GC,2002,Sports,0.03,0.01,0.0,0.0,0.03
Disney's Hide & Sneak,GC,2003,Action,0.03,0.01,0.0,0.0,0.03
Elf Bowling 1 & 2,GBA,2005,Sports,0.02,0.01,0.0,0.0,0.03
The Flintstones: Big Trouble in Bedrock,GBA,2001,Platform,0.02,0.01,0.0,0.0,0.03
Tork: Prehistoric Punk,XB,2005,Platform,0.02,0.01,0.0,0.0,0.03
Totally Spies!,GBA,2005,Platform,0.02,0.01,0.0,0.0,0.03
RoadKill,GC,2003,Action,0.02,0.01,0.0,0.0,0.03
Sitting Ducks,GBA,2003,Platform,0.02,0.01,0.0,0.0,0.03
Rayman 3: Hoodlum Havoc,PC,2003,Platform,0.0,0.03,0.0,0.01,0.03
Dr. Muto,GC,2002,Platform,0.02,0.01,0.0,0.0,0.03
Galleon: Islands of Mystery,XB,2004,Action,0.02,0.01,0.0,0.0,0.03
Sunny Garcia Surfing,PS2,2001,Sports,0.02,0.01,0.0,0.0,0.03
Go! Go! Hypergrind,GC,2003,Sports,0.02,0.01,0.0,0.0,0.03
Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,0.02,0.01,0.0,0.0,0.03
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,0.02,0.01,0.0,0.0,0.03
Street Jam Basketball,GBA,2004,Sports,0.02,0.01,0.0,0.0,0.03
Disney's Aladdin,GBA,2003,Platform,0.02,0.01,0.0,0.0,0.03
Virtual Pool: Tournament Edition,XB,2005,Sports,0.02,0.01,0.0,0.0,0.03
Popeye: Rush for Spinach,GBA,2005,Platform,0.02,0.01,0.0,0.0,0.03
Planet of the Apes,GBA,2001,Action,0.02,0.01,0.0,0.0,0.03
Syberia,PC,2002,Action,0.0,0.02,0.0,0.0,0.03
Wallace & Gromit in Project Zoo,XB,2003,Platform,0.02,0.01,0.0,0.0,0.03
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,0.02,0.01,0.0,0.0,0.03
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,0.02,0.01,0.0,0.0,0.03
Fireblade,GC,2002,Action,0.02,0.01,0.0,0.0,0.03
Kong: King of Atlantis,GBA,2005,Action,0.02,0.01,0.0,0.0,0.03
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,0.0,0.0,0.03,0.0,0.03
ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,0.02,0.01,0.0,0.0,0.03
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,0.02,0.01,0.0,0.0,0.03
Disney Sports Soccer,GBA,2002,Sports,0.02,0.01,0.0,0.0,0.03
Pro Cast Sports Fishing,XB,2003,Sports,0.02,0.01,0.0,0.0,0.03
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,0.02,0.01,0.0,0.0,0.03
Frogger: Ancient Shadow,XB,2005,Platform,0.02,0.01,0.0,0.0,0.03
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,0.02,0.01,0.0,0.0,0.03
Jet Grind Radio,GBA,2003,Action,0.02,0.01,0.0,0.0,0.03
Under the Skin,PS2,2004,Action,0.01,0.01,0.0,0.0,0.03
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,0.02,0.01,0.0,0.0,0.03
River King: Wonderful Journey,PS2,2005,Sports,0.01,0.01,0.0,0.0,0.03
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,0.0,0.0,0.02,0.0,0.02
Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,0.0,0.0,0.02,0.0,0.02
NBA Starting Five,XB,2002,Sports,0.02,0.01,0.0,0.0,0.02
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,0.02,0.01,0.0,0.0,0.02
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,0.02,0.01,0.0,0.0,0.02
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,0.02,0.01,0.0,0.0,0.02
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,0.02,0.01,0.0,0.0,0.02
Peter Pan in Disney's Return to Never Land,PS,2002,Platform,0.01,0.01,0.0,0.0,0.02
Blender Bros.,GBA,2002,Platform,0.02,0.01,0.0,0.0,0.02
Toxic Grind,XB,2002,Sports,0.02,0.0,0.0,0.0,0.02
ScrapLand,XB,2005,Action,0.02,0.0,0.0,0.0,0.02
Pro Fishing Challenge,XB,2004,Sports,0.02,0.0,0.0,0.0,0.02
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002,Sports,0.0,0.0,0.02,0.0,0.02
RedCard 20-03,GC,2002,Sports,0.02,0.0,0.0,0.0,0.02
NFL Blitz Pro,GC,2003,Sports,0.02,0.0,0.0,0.0,0.02
SBK: Snowboard Kids,DS,2005,Sports,0.02,0.0,0.0,0.0,0.02
Evolution Snowboarding,PS2,2002,Sports,0.01,0.01,0.0,0.0,0.02
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,0.02,0.0,0.0,0.0,0.02
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,0.02,0.0,0.0,0.0,0.02
